"Gene.stable.ID"	"Gene.name"	"Gene.name.uniq"	"in.dataset"	"ZFIN.ID"	"Gene.description"
"23203"	"ENSDARG00000074201"	"flna"	"flna"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2145\")"	"filamin A, alpha (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-030131-2145]"
"23208"	"ENSDARG00000097596"	"tac3b"	"tac3b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-120716-1\")"	"tachykinin 3b [Source:ZFIN;Acc:ZDB-GENE-120716-1]"
"23209"	"ENSDARG00000088251"	"si:ch211-24o10.6"	"si:ch211-24o10.6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131121-418\")"	"si:ch211-24o10.6 [Source:ZFIN;Acc:ZDB-GENE-131121-418]"
"23210"	"ENSDARG00000088711"	"lgals1l1"	"lgals1l1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4905\")"	"lectin, galactoside-binding, soluble, 1 (galectin 1)-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4905]"
"23213"	"ENSDARG00000103390"	"cacna2d2a"	"cacna2d2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050320-71\")"	"calcium channel, voltage-dependent, alpha 2/delta subunit 2a [Source:ZFIN;Acc:ZDB-GENE-050320-71]"
"23214"	"ENSDARG00000054942"	"lgals2a"	"lgals2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050318-2\")"	"lectin, galactoside-binding, soluble, 2a [Source:ZFIN;Acc:ZDB-GENE-050318-2]"
"23242"	"ENSDARG00000010246"	"prmt1"	"prmt1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-693\")"	"protein arginine methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-693]"
"23244"	"ENSDARG00000002912"	"adipor1a"	"adipor1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-169\")"	"adiponectin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-040718-169]"
"23246"	"ENSDARG00000101914"	"metrnl"	"metrnl"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1917\")"	"meteorin, glial cell differentiation regulator-like [Source:ZFIN;Acc:ZDB-GENE-040426-1917]"
"23251"	"ENSDARG00000021405"	"chd3"	"chd3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-121031-4\")"	"chromodomain helicase DNA binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-121031-4]"
"23257"	"ENSDARG00000034956"	"myclb"	"myclb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5561\")"	"MYCL proto-oncogene, bHLH transcription factor b [Source:ZFIN;Acc:ZDB-GENE-030131-5561]"
"23274"	"ENSDARG00000091001"	"mycbp"	"mycbp"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060331-97\")"	"c-myc binding protein [Source:ZFIN;Acc:ZDB-GENE-060331-97]"
"23275"	"ENSDARG00000029795"	"fam213b"	"fam213b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2556\")"	"family with sequence similarity 213, member B [Source:ZFIN;Acc:ZDB-GENE-040426-2556]"
"23295"	"ENSDARG00000079071"	"jam2b"	"jam2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080229-3\")"	"junctional adhesion molecule 2b [Source:ZFIN;Acc:ZDB-GENE-080229-3]"
"23329"	"ENSDARG00000070955"	"hmx3a"	"hmx3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-001020-1\")"	"H6 family homeobox 3a [Source:ZFIN;Acc:ZDB-GENE-001020-1]"
"23333"	"ENSDARG00000070954"	"hmx2"	"hmx2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080506-2\")"	"H6 family homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-080506-2]"
"23357"	"ENSDARG00000055252"	"snap23.2"	"snap23.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-051030-75\")"	"synaptosomal-associated protein 23.2 [Source:ZFIN;Acc:ZDB-GENE-051030-75]"
"23363"	"ENSDARG00000027689"	"pold1"	"pold1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060429-1\")"	"polymerase (DNA directed), delta 1, catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-060429-1]"
"23388"	"ENSDARG00000006546"	"ak4"	"ak4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2505\")"	"adenylate kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2505]"
"23412"	"ENSDARG00000095556"	"CR318588.4"	"CR318588.4"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"23418"	"ENSDARG00000037895"	"ramp2"	"ramp2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080204-79\")"	"receptor (G protein-coupled) activity modifying protein 2 [Source:ZFIN;Acc:ZDB-GENE-080204-79]"
"23451"	"ENSDARG00000001767"	"slc29a2"	"slc29a2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050220-15\")"	"solute carrier family 29 (equilibrative nucleoside transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-050220-15]"
"23468"	"ENSDARG00000006408"	"hmgb3b"	"hmgb3b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-290\")"	"high mobility group box 3b [Source:ZFIN;Acc:ZDB-GENE-050417-290]"
"23534"	"ENSDARG00000018397"	"hpca"	"hpca"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1683\")"	"hippocalcin [Source:ZFIN;Acc:ZDB-GENE-040426-1683]"
"23550"	"ENSDARG00000094719"	"CR318588.3"	"CR318588.3"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"23551"	"ENSDARG00000086173"	"relb"	"relb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9531\")"	"v-rel avian reticuloendotheliosis viral oncogene homolog B [Source:ZFIN;Acc:ZDB-GENE-030131-9531]"
"23569"	"ENSDARG00000076532"	"si:ch211-222l21.1"	"si:ch211-222l21.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-247\")"	"si:ch211-222l21.1 [Source:ZFIN;Acc:ZDB-GENE-030131-247]"
"23584"	"ENSDARG00000101037"	"asf1ba"	"asf1ba"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031118-197\")"	"anti-silencing function 1Ba histone chaperone [Source:ZFIN;Acc:ZDB-GENE-031118-197]"
"23605"	"ENSDARG00000101707"	"si:ch211-156b7.4"	"si:ch211-156b7.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141212-376\")"	"si:ch211-156b7.4 [Source:ZFIN;Acc:ZDB-GENE-141212-376]"
"23621"	"ENSDARG00000069329"	"drgx"	"drgx"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070330-1\")"	"dorsal root ganglia homeobox [Source:ZFIN;Acc:ZDB-GENE-070330-1]"
"23627"	"ENSDARG00000078748"	"si:ch211-137a8.4"	"si:ch211-137a8.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3742\")"	"si:ch211-137a8.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3742]"
"23645"	"ENSDARG00000094836"	"si:ch211-195b15.8"	"si:ch211-195b15.8"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131127-627\")"	"si:ch211-195b15.8 [Source:ZFIN;Acc:ZDB-GENE-131127-627]"
"23666"	"ENSDARG00000069307"	"pomcb"	"pomcb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041014-294\")"	"proopiomelanocortin b [Source:ZFIN;Acc:ZDB-GENE-041014-294]"
"23676"	"ENSDARG00000015010"	"ccdc114"	"ccdc114"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041114-110\")"	"coiled-coil domain containing 114 [Source:ZFIN;Acc:ZDB-GENE-041114-110]"
"23704"	"ENSDARG00000103754"	"aspm"	"aspm"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050208-620\")"	"abnormal spindle microtubule assembly [Source:ZFIN;Acc:ZDB-GENE-050208-620]"
"23741"	"ENSDARG00000104138"	"igfbp7"	"igfbp7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2423\")"	"insulin-like growth factor binding protein 7 [Source:ZFIN;Acc:ZDB-GENE-040426-2423]"
"23764"	"ENSDARG00000020504"	"h3f3a"	"h3f3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-65\")"	"H3 histone, family 3A [Source:ZFIN;Acc:ZDB-GENE-040426-1928]"
"23773"	"ENSDARG00000020693"	"sesn1"	"sesn1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-408\")"	"sestrin 1 [Source:ZFIN;Acc:ZDB-GENE-040718-408]"
"23794"	"ENSDARG00000008155"	"sms"	"sms"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040625-150\")"	"spermine synthase [Source:ZFIN;Acc:ZDB-GENE-040625-150]"
"23801"	"ENSDARG00000039701"	"emx2"	"emx2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-54\")"	"empty spiracles homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-990415-54]"
"23823"	"ENSDARG00000096903"	"CU062633.1"	"CU062633.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"23827"	"ENSDARG00000013252"	"si:dkey-202l16.5"	"si:dkey-202l16.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-120411-6\")"	"si:dkey-202l16.5 [Source:ZFIN;Acc:ZDB-GENE-120411-6]"
"23865"	"ENSDARG00000024746"	"hsp90aa1.2"	"hsp90aa1.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031001-3\")"	"heat shock protein 90, alpha (cytosolic), class A member 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-031001-3]"
"23893"	"ENSDARG00000040965"	"zgc:101731"	"zgc:101731"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040912-57\")"	"zgc:101731 [Source:ZFIN;Acc:ZDB-GENE-040912-57]"
"23904"	"ENSDARG00000059804"	"retreg3"	"retreg3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080520-1\")"	"reticulophagy regulator family member 3 [Source:ZFIN;Acc:ZDB-GENE-080520-1]"
"23909"	"ENSDARG00000017624"	"krt4"	"krt4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000607-83\")"	"keratin 4 [Source:ZFIN;Acc:ZDB-GENE-000607-83]"
"23915"	"ENSDARG00000037892"	"psmc3ip"	"psmc3ip"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040625-125\")"	"PSMC3 interacting protein [Source:ZFIN;Acc:ZDB-GENE-040625-125]"
"23940"	"ENSDARG00000038095"	"socs1a"	"socs1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040801-205\")"	"suppressor of cytokine signaling 1a [Source:ZFIN;Acc:ZDB-GENE-040801-205]"
"23964"	"ENSDARG00000014420"	"elavl3"	"elavl3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-76\")"	"ELAV like neuron-specific RNA binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-980526-76]"
"23969"	"ENSDARG00000043781"	"psmb10"	"psmb10"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-278\")"	"proteasome subunit beta 10 [Source:ZFIN;Acc:ZDB-GENE-040718-278]"
"23978"	"ENSDARG00000009844"	"dusp23a"	"dusp23a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2554\")"	"dual specificity phosphatase 23a [Source:ZFIN;Acc:ZDB-GENE-030131-2554]"
"23997"	"ENSDARG00000073718"	"si:ch73-233k15.2"	"si:ch73-233k15.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-120215-22\")"	"si:ch73-233k15.2 [Source:ZFIN;Acc:ZDB-GENE-120215-22]"
"24002"	"ENSDARG00000087873"	"eevs"	"eevs"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131121-365\")"	"2-epi-5-epi-valiolone synthase [Source:ZFIN;Acc:ZDB-GENE-131121-365]"
"24004"	"ENSDARG00000007130"	"mrto4"	"mrto4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-142\")"	"MRT4 homolog, ribosome maturation factor [Source:ZFIN;Acc:ZDB-GENE-050417-142]"
"24006"	"ENSDARG00000029544"	"id2b"	"id2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-15\")"	"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein, b [Source:ZFIN;Acc:ZDB-GENE-030131-15]"
"24028"	"ENSDARG00000101331"	"tekt1"	"tekt1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041114-99\")"	"tektin 1 [Source:ZFIN;Acc:ZDB-GENE-041114-99]"
"24058"	"ENSDARG00000079373"	"fosl1b"	"fosl1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091204-259\")"	"FOS-like antigen 1b [Source:ZFIN;Acc:ZDB-GENE-091204-259]"
"24081"	"ENSDARG00000100694"	"tnnt2b"	"tnnt2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091106-2\")"	"troponin T type 2b (cardiac) [Source:ZFIN;Acc:ZDB-GENE-091106-2]"
"24098"	"ENSDARG00000095743"	"sox11b"	"sox11b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-466\")"	"SRY (sex determining region Y)-box 11b [Source:ZFIN;Acc:ZDB-GENE-980526-466]"
"24120"	"ENSDARG00000069503"	"cldnh"	"cldnh"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-010328-8\")"	"claudin h [Source:ZFIN;Acc:ZDB-GENE-010328-8]"
"24153"	"ENSDARG00000097797"	"tomm6"	"tomm6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131121-445\")"	"translocase of outer mitochondrial membrane 6 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-131121-445]"
"24197"	"ENSDARG00000042566"	"rps7"	"rps7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1718\")"	"ribosomal protein S7 [Source:ZFIN;Acc:ZDB-GENE-040426-1718]"
"24202"	"ENSDARG00000054562"	"her15.1"	"her15.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030707-2\")"	"hairy and enhancer of split-related 15, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030707-2]"
"24204"	"ENSDARG00000054560"	"her15.1"	"her15.1*1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	"hairy and enhancer of split-related 15, tandem duplicate 1 [Source:NCBI gene;Acc:359836]"
"24209"	"ENSDARG00000099918"	"arl4aa"	"arl4aa"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1878\")"	"ADP-ribosylation factor-like 4aa [Source:ZFIN;Acc:ZDB-GENE-040426-1878]"
"24216"	"ENSDARG00000103982"	"AL929185.1"	"AL929185.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"24218"	"ENSDARG00000103339"	"si:ch211-193l2.5"	"si:ch211-193l2.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-226\")"	"si:ch211-193l2.5 [Source:ZFIN;Acc:ZDB-GENE-141216-226]"
"24220"	"ENSDARG00000018921"	"fam84a"	"fam84a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1247\")"	"family with sequence similarity 84, member A [Source:ZFIN;Acc:ZDB-GENE-040426-1247]"
"24224"	"ENSDARG00000105223"	"pmp22a"	"pmp22a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-6757\")"	"peripheral myelin protein 22a [Source:ZFIN;Acc:ZDB-GENE-030131-6757]"
"24236"	"ENSDARG00000099720"	"evlb"	"evlb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1804\")"	"Enah/Vasp-like b [Source:ZFIN;Acc:ZDB-GENE-040426-1804]"
"24267"	"ENSDARG00000096403"	"CT027638.1"	"CT027638.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"24277"	"ENSDARG00000099644"	"si:ch211-193l2.4"	"si:ch211-193l2.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-189\")"	"si:ch211-193l2.4 [Source:ZFIN;Acc:ZDB-GENE-141216-189]"
"24308"	"ENSDARG00000068892"	"sostdc1a"	"sostdc1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-64\")"	"sclerostin domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-050417-64]"
"24324"	"ENSDARG00000099903"	"si:ch211-193l2.10"	"si:ch211-193l2.10"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-160114-52\")"	"si:ch211-193l2.10 [Source:ZFIN;Acc:ZDB-GENE-160114-52]"
"24346"	"ENSDARG00000009544"	"cldnb"	"cldnb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-010328-2\")"	"claudin b [Source:ZFIN;Acc:ZDB-GENE-010328-2]"
"24347"	"ENSDARG00000096876"	"CR847984.1"	"CR847984.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"24368"	"ENSDARG00000013598"	"tnfb"	"tnfb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050601-2\")"	"tumor necrosis factor b (TNF superfamily, member 2) [Source:ZFIN;Acc:ZDB-GENE-050601-2]"
"24418"	"ENSDARG00000019949"	"serpinh1b"	"serpinh1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-93\")"	"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b [Source:ZFIN;Acc:ZDB-GENE-990415-93]"
"24439"	"ENSDARG00000074979"	"larp4ab"	"larp4ab"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-100729-2\")"	"La ribonucleoprotein domain family, member 4Ab [Source:ZFIN;Acc:ZDB-GENE-100729-2]"
"24462"	"ENSDARG00000006837"	"mycn"	"mycn"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020711-1\")"	"MYCN proto-oncogene, bHLH transcription factor [Source:ZFIN;Acc:ZDB-GENE-020711-1]"
"24468"	"ENSDARG00000027196"	"si:dkey-16l2.17"	"si:dkey-16l2.17"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141212-262\")"	"si:dkey-16l2.17 [Source:ZFIN;Acc:ZDB-GENE-141212-262]"
"24470"	"ENSDARG00000068851"	"rnf183"	"rnf183"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-1090\")"	"ring finger protein 183 [Source:ZFIN;Acc:ZDB-GENE-060929-1090]"
"24491"	"ENSDARG00000028048"	"rdh8a"	"rdh8a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-021115-3\")"	"retinol dehydrogenase 8a [Source:ZFIN;Acc:ZDB-GENE-021115-3]"
"24537"	"ENSDARG00000087596"	"si:ch73-95l15.5"	"si:ch73-95l15.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3481\")"	"si:ch73-95l15.5 [Source:ZFIN;Acc:ZDB-GENE-030131-3481]"
"24540"	"ENSDARG00000054136"	"ccdc105"	"ccdc105"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131121-219\")"	"coiled-coil domain containing 105 [Source:ZFIN;Acc:ZDB-GENE-131121-219]"
"24548"	"ENSDARG00000030756"	"dnmt1"	"dnmt1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990714-15\")"	"DNA (cytosine-5-)-methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-990714-15]"
"24550"	"ENSDARG00000036966"	"hsd3b7"	"hsd3b7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5673\")"	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase [Source:ZFIN;Acc:ZDB-GENE-030131-5673]"
"24558"	"ENSDARG00000070485"	"apitd1"	"apitd1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080723-52\")"	"apoptosis-inducing, TAF9-like domain 1 [Source:ZFIN;Acc:ZDB-GENE-080723-52]"
"24594"	"ENSDARG00000089124"	"hbae1.3"	"hbae1.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061207-39\")"	"hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]"
"24598"	"ENSDARG00000090689"	"hbbe1.2"	"hbbe1.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090501-3\")"	"hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]"
"24599"	"ENSDARG00000089963"	"hbbe1.1"	"hbbe1.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030616-7\")"	"hemoglobin beta embryonic-1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-7]"
"24600"	"ENSDARG00000087390"	"hbbe1.3"	"hbbe1.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131120-128\")"	"hemoglobin, beta embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-131120-128]"
"24601"	"ENSDARG00000079305"	"hbae3"	"hbae3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990706-3\")"	"hemoglobin alpha embryonic-3 [Source:ZFIN;Acc:ZDB-GENE-990706-3]"
"24641"	"ENSDARG00000075261"	"timp2b"	"timp2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2655\")"	"TIMP metallopeptidase inhibitor 2b [Source:ZFIN;Acc:ZDB-GENE-040426-2655]"
"24645"	"ENSDARG00000037805"	"lgals3bpa"	"lgals3bpa"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060331-57\")"	"lectin, galactoside-binding, soluble, 3 binding protein a [Source:ZFIN;Acc:ZDB-GENE-060331-57]"
"24654"	"ENSDARG00000089291"	"stra13"	"stra13"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110411-78\")"	"stimulated by retinoic acid 13 homolog (mouse) [Source:ZFIN;Acc:ZDB-GENE-110411-78]"
"24658"	"ENSDARG00000059747"	"si:dkey-106c17.3"	"si:dkey-106c17.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-706\")"	"si:dkey-106c17.3 [Source:ZFIN;Acc:ZDB-GENE-060503-706]"
"24664"	"ENSDARG00000094994"	"si:dkey-106c17.2"	"si:dkey-106c17.2*1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-612\")"	"si:dkey-106c17.2 [Source:ZFIN;Acc:ZDB-GENE-060503-612]"
"24681"	"ENSDARG00000070584"	"clic5b"	"clic5b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2542\")"	"chloride intracellular channel 5b [Source:ZFIN;Acc:ZDB-GENE-040426-2542]"
"24727"	"ENSDARG00000052625"	"fkbp1b"	"fkbp1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1785\")"	"FK506 binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1785]"
"24732"	"ENSDARG00000037790"	"pvalb8"	"pvalb8"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030805-3\")"	"parvalbumin 8 [Source:ZFIN;Acc:ZDB-GENE-030805-3]"
"24736"	"ENSDARG00000032836"	"pvalb5"	"pvalb5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-336\")"	"parvalbumin 5 [Source:ZFIN;Acc:ZDB-GENE-050417-336]"
"24754"	"ENSDARG00000004748"	"zgc:100868"	"zgc:100868"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040801-33\")"	"zgc:100868 [Source:ZFIN;Acc:ZDB-GENE-040801-33]"
"24761"	"ENSDARG00000052905"	"zgc:165423"	"zgc:165423"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070720-11\")"	"zgc:165423 [Source:ZFIN;Acc:ZDB-GENE-070720-11]"
"24772"	"ENSDARG00000076500"	"chgb"	"chgb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070705-268\")"	"chromogranin B [Source:ZFIN;Acc:ZDB-GENE-070705-268]"
"24780"	"ENSDARG00000005414"	"grapa"	"grapa"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050522-347\")"	"GRB2-related adaptor protein a [Source:ZFIN;Acc:ZDB-GENE-050522-347]"
"24783"	"ENSDARG00000041430"	"bmp2b"	"bmp2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-474\")"	"bone morphogenetic protein 2b [Source:ZFIN;Acc:ZDB-GENE-980526-474]"
"24837"	"ENSDARG00000075292"	"myo15aa"	"myo15aa"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080425-2\")"	"myosin XVAa [Source:ZFIN;Acc:ZDB-GENE-080425-2]"
"24842"	"ENSDARG00000059836"	"ddit3"	"ddit3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070410-90\")"	"DNA-damage-inducible transcript 3 [Source:ZFIN;Acc:ZDB-GENE-070410-90]"
"24848"	"ENSDARG00000041411"	"rad51"	"rad51"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2286\")"	"RAD51 recombinase [Source:ZFIN;Acc:ZDB-GENE-040426-2286]"
"24855"	"ENSDARG00000052816"	"shmt1"	"shmt1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1558\")"	"serine hydroxymethyltransferase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1558]"
"24858"	"ENSDARG00000100119"	"caskb"	"caskb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4473\")"	"calcium/calmodulin-dependent serine protein kinase b [Source:ZFIN;Acc:ZDB-GENE-030131-4473]"
"24867"	"ENSDARG00000031683"	"fosab"	"fosab"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031222-4\")"	"v-fos FBJ murine osteosarcoma viral oncogene homolog Ab [Source:ZFIN;Acc:ZDB-GENE-031222-4]"
"24872"	"ENSDARG00000020133"	"jdp2b"	"jdp2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-197\")"	"Jun dimerization protein 2b [Source:ZFIN;Acc:ZDB-GENE-040718-197]"
"24882"	"ENSDARG00000041375"	"si:ch211-57i17.5"	"si:ch211-57i17.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041014-39\")"	"si:ch211-57i17.5 [Source:ZFIN;Acc:ZDB-GENE-041014-39]"
